id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
tm89,393,わざマシン８９,all-machines,20000,,,Teaches U-Turn to a compatible Pokémon.,"攻撃したあと
ものすごい　スピードで　もどってきて
控えの　ポケモンと　入れ替わる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm90,394,わざマシン９０,all-machines,20000,,,Teaches Substitute to a compatible Pokémon.,"自分の　ＨＰを　少し　削って
分身を　だす。
分身は　自分の　身代わりに　なる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm91,395,わざマシン９１,all-machines,20000,,,Teaches Flash Cannon to a compatible Pokémon.,"体の　光を　一点に　集めて
力を　放つ。
相手の　特防を　さげることが　ある。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm92,396,わざマシン９２,all-machines,100000,,,Teaches Trick Room to a compatible Pokémon.,"まかふしぎな　空間を　つくる。
５ターンの　あいだ
遅い　ポケモンから　行動できる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
hm01,397,ひでんマシン０１,all-machines,0,,,Teaches Cut to a compatible Pokémon.,"カマや　ツメなどで
相手を　切りつけて　攻撃する。
細い　樹木も　きることが　できる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm02,398,ひでんマシン０２,all-machines,0,,,Teaches Fly to a compatible Pokémon.,"ー
ー
ー",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm03,399,ひでんマシン０３,all-machines,0,,,Teaches Surf to a compatible Pokémon.,"大きな　波で　自分の　周りに
いるものを　攻撃する。
水上も　泳いで　進める。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm04,400,ひでんマシン０４,all-machines,0,,,Teaches Strength to a compatible Pokémon.,"ありったけの　力で
相手を　なぐりつけて　攻撃する。
重たい　岩を　押すことも　できる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm05,401,ひでんマシン０５,all-machines,0,,,Teaches Defog to a compatible Pokémon.,"すごい　勢いで　相手に　つっこみ
攻撃する。流れ落ちる　滝も
泳いで　のぼれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm06,402,ひでんマシン０６,all-machines,0,,,Teaches Rock Smash to a compatible Pokémon.,"１ターン目で　潜り　２ターン目に
浮きあがって　攻撃する。
海の　奥深くに　潜ることも　できる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm07,403,ひでんマシン０７,all-machines,0,,,Teaches Waterfall to a compatible Pokémon.,"１ターン目で　潜り　２ターン目に
浮きあがって　攻撃する。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
hm08,404,,all-machines,0,,,Teaches Rock Climb to a compatible Pokémon.,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/hm-normal.png
explorer-kit,405,たんけんセット,gameplay,0,,,Sends the trainer to the Underground.  Only usable outside.,"探検に　役立つ　便利な
道具が　はいった　ふくろ。
地下通路に　はいれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/explorer-kit.png
loot-sack,406,たからぶくろ,unused,0,,,Unused.,"炭鉱で　てにいれた
宝物を　しまっておける
おおきくて　丈夫な　ふくろ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/loot-sack.png
rule-book,407,ルールブック,unused,0,,,Unused.,"対戦の　ルールが　かかれている。
通信対戦するとき
ルールを　選ぶことが　できる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rule-book.png
poke-radar,408,ポケトレ,gameplay,0,,,"Designates several nearby patches of grass as containing Pokémon, some of which may be special radar-only Pokémon.  Successive uses in a certain way create chains of encounters with the same species; longer chains increase the chance that a shiny Pokémon of that species will appear.","くさむらに　隠れている　ポケモンを
探しだせる　道具。
歩くと　電池が　たまる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poke-radar.png
point-card,409,ポイントカード,gameplay,0,,,Tracks Battle Points.,"勝ち取った　バトルポイントの　数を
みることが　できる　カード。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/point-card.png
journal,410,ぼうけんノート,gameplay,0,,,Records some of the trainer’s activities for the day.,"これまでの　冒険の　様子が
記録　されている　ノート。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/journal.png
seal-case,411,シールいれ,gameplay,0,,,Contains Seals used for decorating Pokéballs.,"ボールカプセルに　はりつけられる
シールが　はいった　いれもの。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/seal-case.png
fashion-case,412,アクセサリーいれ,gameplay,0,,,Contains Pokémon Accessories.,"ミュージカルで　ポケモンに　つける
いろとりどりの　グッズを　たくさん
しまえる　きれいで　すてきなケース。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fashion-case.png
seal-bag,413,シールぶくろ,unused,0,,,Unused.,"シールが　１０枚　いれられる
ちっちゃな　ふくろ。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/seal-bag.png
pal-pad,414,ともだちてちょう,gameplay,0,,,"Contains friend codes for up to 32 other players, as well as their sprite, gender, and basic statistics for those that have been seen on WFC.","友達を　登録したり
遊んだことを　記録する
便利な　手帳。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pal-pad.png
works-key,415,はつでんしょキー,plot-advancement,0,,,Opens the front door of the Valley Windworks.  Reusable.,"谷間の発電所の　扉を
あけしめする　おおきな　カギ。
なぜか　ギンガ団が　持っていた。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/works-key.png
old-charm,416,こだいのおまもり,plot-advancement,0,,,Given to Cynthia’s grandmother to get the Surf HM.,"カンナギタウンの　長老に
届ける　大昔の　おまもり。
ポケモンの　ホネで　つくられている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-charm.png
galactic-key,417,ギンガだんのカギ,plot-advancement,0,,,Grants access to Galactic HQ in Veilstone City.,"ギンガ団アジトの　セキュリティを
解除するための　カードキー。
なくすと　おしおき　されるらしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/galactic-key.png
red-chain,418,あかいくさり,unused,0,,,Unused.,"シンオウ地方を　うみだした
伝説の　ポケモンを　つなぐと
いわれる　神話の　道具。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-chain.png
town-map,419,タウンマップ,gameplay,0,,,"Displays a map of the region including the trainer’s position, location names, visited towns, gym locations, and where the trainer has been walking recently.","いつでも　手軽に　みることが
できる　便利な　地図。
自分の　場所も　わかる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/town-map.png
vs-seeker,420,バトルサーチャー,gameplay,0,,,"Reveals trainers who want a rematch, by showing !! over their heads.  Each use drains the battery; requires 100 steps to charge.","戦いたい　トレーナーを
教えてくれる　機械。
歩くと　電池が　たまる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/vs-seeker.png
coin-case,421,コインケース,gameplay,0,,,"Contains the Coins used by the Game Corner, to a maximum of 50,000.","ゲームコーナーで　てにいれた
コインを　５００００枚まで
いれることが　できる　ケース。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coin-case.png
old-rod,422,ボロのつりざお,gameplay,0,,,"Used to find Pokémon on the Old Rod list for an area, which are generally Magikarp or similar.","ふるくて　ボロい　つりざお。
水の　ある　場所で　使うと
ポケモンが　つれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/old-rod.png
good-rod,423,いいつりざお,gameplay,0,,,"Used to find Pokémon on the Good Rod list for an area, which are generally mediocre.","あたらしくて　いい　つりざお。
水の　ある　場所で　使うと
ポケモンが　つれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/good-rod.png
super-rod,424,すごいつりざお,gameplay,0,,,"Used to find Pokémon on the Super Rod list for an area, which are generally the best available there.","最新の　すごい　つりざお。
水の　ある　場所で　使うと
ポケモンが　つれる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/super-rod.png
sprayduck,425,コダックじょうろ,gameplay,0,,,Waters Berry plants.,"水を　かける　道具。
ふかふかのつちに　埋めた　きのみを
すくすく　育てる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sprayduck.png
poffin-case,426,ポフィンケース,gameplay,0,,,Contains up to 100 Poffins.,"お料理で　つくった　ポフィンを
保存する　いれもの。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/poffin-case.png
bicycle,427,,gameplay,0,,,"Increases movement speed outside or in caves.  In high gear, allows the trainer to hop over some rocks and ascend muddy slopes.","ランニングシューズ　よりも
速く　走ることが　できる
折りたたみ式の　じてんしゃ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/bicycle.png
suite-key,428,ルームキー,event-items,0,,,Opens the locked building in the lakeside resort.,"湖の　ほとりにある
高級ホテルの　ルームキー。
なぜか　よく　なくなってしまう。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/suite-key.png
oaks-letter,429,オーキドのてがみ,event-items,0,,,Grants access to Flower Paradise and Shaymin.,"オーキド博士からの　手紙。
中には　２２４番道路に
来てほしいと　書かれている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oaks-letter.png
lunar-wing,430,みかづきのはね,event-items,0,,,"Cures the sailor’s son of his nightmares; no reward, only a side effect of seeing Cresselia.","つきのような　輝きを　はなつ
はね。　悪夢を　ふりはらう　力を
秘めていると　伝えられている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lunar-wing.png
member-card,431,メンバーズカード,event-items,0,,,Provides access to Newmoon Island and Darkrai.,"ミオシティの　宿屋に　はいれる
カード。　なぜか　５０年ほど前の
日付が　刻まれている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/member-card.png
azure-flute,432,てんかいのふえ,event-items,0,,,,"この世の　ものとは　おもえない
音色が　なりひびく　ふえ。　いつ
だれが　つくったのか　わからない。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/azure-flute.png
ss-ticket,433,ふねのチケット,plot-advancement,0,,,"Allows passage on a ferry.

The same item is used for different ferries between different games.","高速船アクア号に　乗るとき
必要な　船の　チケット。
船の　絵が　描かれている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ss-ticket.png
contest-pass,434,コンテストパス,gameplay,0,,,Allows the trainer to enter Contests.,"持っていれば　ポケモンコンテストに
参加することが　できる。
記念リボンが　描かれている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/contest-pass.png
magma-stone,435,かざんのおきいし,plot-advancement,0,,,"Causes Heatran to appear at Reversal Mountain.

Unused prior to Black and White 2.","しゃくねつの　マグマの　熱でとけた
岩石が　固まって　できたもの。
中に　マグマが　残っている。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magma-stone.png
parcel,436,おとどけもの,plot-advancement,0,,,"Given to the trainer’s rival in Jubilife City.  Contains two Town Maps, one of which is given to the trainer upon delivery.","フタバタウンから　旅立った
幼なじみに　渡すように
頼まれた　おとどけもの。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/parcel.png
coupon-1,437,ひきかえけん１,plot-advancement,0,,,One of three coupons needed to receive a Pokétch.,"ポケモンウォッチ　ちぢめて
ポケッチを　もらうために　必要な
ひきかえけん。　３枚必要。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-1.png
coupon-2,438,ひきかえけん２,plot-advancement,0,,,One of three coupons needed to receive a Pokétch.,"ポケモンウォッチ　ちぢめて
ポケッチを　もらうために　必要な
ひきかえけん。　３枚必要。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-2.png
coupon-3,439,ひきかえけん３,plot-advancement,0,,,One of three coupons needed to receive a Pokétch.,"ポケモンウォッチ　ちぢめて
ポケッチを　もらうために　必要な
ひきかえけん。　３枚必要。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/coupon-3.png
storage-key,440,そうこのカギ,plot-advancement,0,,,Grants access to the Team Galactic warehouse in Veilstone City.,"トバリシティの　はずれにある
ギンガ団の　怪しい
倉庫に　はいるための　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/storage-key.png
secret-potion,441,ひでんのくすり,plot-advancement,0,,,Required to cure the Psyducks blocking Route 210 of their chronic headaches.,"タンバシティの　薬屋で　もらった
どんな　ポケモンでも　たちまち
げんきになる　すごい　くすり。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/secret-potion.png
griseous-orb,442,はっきんだま,species-specific,0,60,,"Held by Giratina
:   Holder’s Dragon and Ghost moves have 1.2× their base power.

    Holder is in Origin Forme.

This item cannot be held by any Pokémon but Giratina.  When you enter the Union Room or connect to Wi-Fi, this item returns to your bag.","ギラティナに　持たせると　ドラゴンと
ゴーストタイプの　技の　威力が
あがる　光り　輝く　珠。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/griseous-orb.png
vs-recorder,443,バトルレコーダー,gameplay,0,,,"Optionally records wireless, Wi-Fi, and Battle Frontier battles.

Tracks Battle Points earned in the Battle Frontier, and stores commemorative prints.","友達との　勝負や
特殊な　施設での　勝負を
記録できる　かっこいい　機械。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/vs-recorder.png
gracidea,444,グラシデアのはな,event-items,0,,,"Used by trainer on a Shaymin
:   Changes the target Shaymin from Land Forme to Sky Forme.

    This item cannot be used on a frozen Shaymin or at night.  Sky Forme Shaymin will revert to Land Forme overnight, when frozen, and upon entering a link battle.  This item must be used again to change it back.","誕生日や　記念日などに
感謝の　気持ちを　伝えるため
ブーケにして　贈ることが　ある。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gracidea.png
secret-key,445,ひみつのカギ,event-items,0,,,"Used by trainer in the Galactic Eterna Building, on the ground floor, to the left of the TV
:   Unlocks the secret Rotom room, in which there are five appliances which can change Rotom’s form.","決まった　場所で　使うことで
特殊な　電気信号を　だして
扉を　開ける　ハイテクな　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/secret-key.png
apricorn-box,446,ぼんぐりケース,gameplay,0,,,Stores Apricorns.,"ぼんぐりを　９９こ　保存できる
便利な　いれもの。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/apricorn-box.png
berry-pots,447,きのみプランター,gameplay,0,,,Contains four portable pots of soil suitable for growing berries.,"いつでも　手軽に　きのみを
育てられる　携帯式の
栽培容器。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/berry-pots.png
squirt-bottle,448,ゼニガメじょうろ,plot-advancement,0,,,"Required to water berries within the Berry Pots.

Required to battle the Sudowoodo on Route 36.

This item cannot be directly used from the bag.","みずを　かける　道具。
きのみプランターの　きのみを
すくすく　育てる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/squirt-bottle.png
lure-ball,449,ルアーボール,apricorn-balls,0,,,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon was encountered by fishing, the wild Pokémon’s catch rate is 3× normal.","つりざおで　つりあげた　ポケモンだと
捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lure-ball.png
level-ball,450,レベルボール,apricorn-balls,0,,,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon’s level is higher than:

    * four times the wild Pokémon’s, the wild Pokémon’s catch rate is 8× normal.
    * than twice the wild Pokémon’s, the wild Pokémon’s catch rate is 4× normal.
    * the wild Pokémon’s, the wild Pokémon’s catch rate is 2× normal.","自分の　ポケモンより　レベルが
低いほど　捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/level-ball.png
moon-ball,451,ムーンボール,apricorn-balls,0,,,"Used by trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon is a Clefairy, Nidoran♂, Nidoran♀, Jigglypuff, Skitty, or any evolution thereof, the wild Pokémon has 4× its catch rate.","つきのいしで　進化する　ポケモンが
捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/moon-ball.png
heavy-ball,452,ヘビーボール,apricorn-balls,0,,,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the wild Pokémon weighs:

    * 409.6 kg (903.0 lb) or more, its catch rate is 40 more than normal.
    * 307.2 kg (677.3 lb) or more, its catch rate is 30 more than normal.
    * 204.8 kg (451.5 lb) or more, its catch rate is 20 more than normal.
    * less than 204.8 kg (451.5 lb), its catch rate is 20 less than normal.","体重の　重い　ポケモンが
捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/heavy-ball.png
fast-ball,453,スピードボール,apricorn-balls,0,,,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

:   If the wild Pokémon’s base speed is 100 or more, its catch rate is 4× normal.","にげあしの　はやい　ポケモンが
捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fast-ball.png
friend-ball,454,フレンドボール,apricorn-balls,0,,,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If caught, the wild Pokémon’s happiness starts at 200.","捕まえた　野生ポケモンが
すぐに　なついて　くれる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/friend-ball.png
love-ball,455,ラブラブボール,apricorn-balls,0,,,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.  If used in a trainer battle, nothing happens and the ball is lost.

    If the trainer’s Pokémon and wild Pokémon are of the same species but opposite genders, the wild Pokémon’s catch rate is 8× normal.","自分の　ポケモンと　性別が
違うと　捕まえやすくなる
ちょっと　変わった　ボール。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/love-ball.png
park-ball,456,パークボール,standard-balls,0,,,"Used by a trainer in battle
:   Catches a wild Pokémon.

This item can only be used in Pal Park.","パルパークの　なかで
使う　特別な　ボール。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/park-ball.png
sport-ball,457,コンペボール,standard-balls,300,,,"Used by a trainer in battle
:   Attempts to catch a wild Pokémon.

    The wild Pokémon’s catch rate is 1.5× normal.","虫捕り大会の　なかで
使う　特別な　ボール。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sport-ball.png
red-apricorn,458,あかぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Level Ball.,"あかい　ぼんぐり。
つーんと　はなにくる　においがする。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-apricorn.png
blue-apricorn,459,あおぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Lure Ball.,"あおい　ぼんぐり。
少し　あおくさい　かおりがする。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blue-apricorn.png
yellow-apricorn,460,きぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Moon Ball.,"きいろの　ぼんぐり。
さわやかな　かおりが　する。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/yellow-apricorn.png
green-apricorn,461,みどぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Friend Ball.,"みどりの　ぼんぐり。
不思議と　こうばしい　かおりがする。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/green-apricorn.png
pink-apricorn,462,ももぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Love Ball.,"ももいろの　ぼんぐり。
あまそうな　いい　においがする。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pink-apricorn.png
white-apricorn,463,しろぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Fast Ball.,"しろい　ぼんぐり。
なんの　においも　しない。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/white-apricorn.png
black-apricorn,464,くろぼんぐり,apricorn-box,200,10,,May be given to Kurt in Azalea Town to produce a Heavy Ball.,"くろい　ぼんぐり。
なんともいえない　においがする。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/black-apricorn.png
dowsing-machine,465,ダウジングマシン,gameplay,0,,,"Used by trainer outside of battle
:   Searches for hidden items.","みえない　道具に　反応して
音と　光で　教えてくれる
最新の　機械。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dowsing-machine.png
rage-candy-bar,466,いかりまんじゅう,gameplay,350,30,,May be traded for a TM64 in the vertical Underground Path.,"ジョウト地方　にある
チョウジタウン名物の　まんじゅう。
お土産品として　有名。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rage-candy-bar.png
red-orb,467,べにいろのたま,plot-advancement,0,,,Causes Groudon to appear in the Embedded Tower.,"ホウエン地方の　伝説と
深い　関わりが　あると　いわれる
あかく　かがやく　たま。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-orb.png
blue-orb,468,あいいろのたま,plot-advancement,0,,,Causes Kyogre to appear in the Embedded Tower.,"ホウエン地方の　伝説と
深い　関わりが　あると　いわれる
あおく　かがやく　たま。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blue-orb.png
jade-orb,469,もえぎいろのたま,plot-advancement,0,,,Causes Rayquaza to appear in the Embedded Tower.,"ホウエン地方の　伝説と
深い　関わりが　あると　いわれる
みどりいろに　かがやく　たま。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/jade-orb.png
enigma-stone,470,なぞのすいしょう,event-items,0,,,"When taken to the Pewter City museum, causes Latias or Latios to attack the trainer.

The Pokémon to appear will be whicher can’t be encountered roaming in the wild.","地面から　掘りだされた
すいしょうだま。いわと　つちで
おおわれているが　とても　きれい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/enigma-stone.png
unown-report,471,アンノーンノート,gameplay,0,,,Lists which Unown forms the trainer has caught.,"みつけた　アンノーンの　ようすが
記録されている　ノート。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/unown-report.png
blue-card,472,ブルーカード,gameplay,0,,,Allows the trainer to answer the daily question on Buena’s radio show.  Records the points earned for correct answers.,"「アオイのあいことば」　番組の
ポイントを　貯める　カード。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blue-card.png
slowpoke-tail,473,おいしいシッポ,unused,0,,,Does nothing.,"とても　おいしい　なにかの　しっぽ。
ショップで　高く　売れる。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/slowpoke-tail.png
clear-bell,474,とうめいなスズ,plot-advancement,0,,,May be given to the Kimono Girls to summon Ho-Oh to the top of the Bell Tower.,"こころ　やすまる　音色が　きける
とても　ふるめかしい　スズ。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/clear-bell.png
card-key,475,カードキー,plot-advancement,0,,,"Used by trainer outside of battle
:   Opens doors in the Goldenrod City Radio Tower.","ラジオ局の　シャッターを　開ける
カード式の　カギ。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/card-key.png
basement-key,476,ちかのかぎ,plot-advancement,0,,,"Used by trainer outside of battle
:   Opens the door to the basement tunnel under Goldenrod City.","コガネ地下道に　ある　扉を
空ける　カギ。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/basement-key.png
red-scale,477,あかいウロコ,plot-advancement,0,,,May be traded to Mr. Pokémon for an Exp. Share.,"怒りの湖に　あらわれた
あかい　ギャラドスの　ウロコ。
ほのおのように　あかく　かがやく。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/red-scale.png
lost-item,478,おとしもの,plot-advancement,0,,,May be traded to the Copycat for a Pass.,"モノマネ娘が　なくした
マネネの　人形。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lost-item.png
pass,479,リニアパス,plot-advancement,0,,,Allows the trainer to ride the Magnet Train between Goldenrod City and Saffron City.,"リニアカーに　乗るときに　必要な
チケット。　いつでも　乗り放題。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pass.png
machine-part,480,きかいのぶひん,plot-advancement,0,,,Must be replaced in the Kanto Power Plant to power the Magnet Train.,"発電所から　ぬすまれた
発電機の　たいせつな　部品。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/machine-part.png
silver-wing,481,ぎんいろのはね,plot-advancement,0,,,Causes Lugia to appear in the Whirl Islands.,"ぎんいろに　ひかり　かがやく
不思議な　はね。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/silver-wing.png
rainbow-wing,482,にじいろのはね,plot-advancement,0,,,Causes Ho-Oh to appear at the top of Bell Tower.,"にじいろに　ひかり　かがやく
不思議な　はね。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rainbow-wing.png
mystery-egg,483,ふしぎなタマゴ,plot-advancement,0,,,"Must be obtained to trigger the break-in at Professor Elm’s lab, the first rival battle, and access to Route 31.","ポケモンじいさんから　あずかった
不思議な　もようの　タマゴ。
なんの　タマゴか　わからない。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mystery-egg.png
gb-sounds,484,ＧＢプレイヤー,gameplay,0,,,"Used by trainer outside of battle
:   Changes the background music to the equivalent 8-bit music.","なつかしい　曲が　きける
音楽プレイヤー。
スイッチ　ひとつで　きりかえられる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gb-sounds.png
tidal-bell,485,うみなりのスズ,plot-advancement,0,,,May be given to the Kimono Girls to summon Lugia to the top of the Bell Tower.,"こころ　やすまる　ねいろが　きける
とても　ふるめかしい　スズ。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tidal-bell.png
data-card-01,486,データカード０１,data-cards,0,,,Records the number of times the trainer has come in first place overall in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
優勝　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-02,487,データカード０２,data-cards,0,,,Records the number of times the trainer has come in last place overall in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ビリになった　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-03,488,データカード０３,data-cards,0,,,Records the number of times the trainer’s Pokémon have dashed in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　ダッシュした　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-04,489,データカード０４,data-cards,0,,,Records the number of times the trainer’s Pokémon have jumped in the Pokéathlon.,"ポケスロンの　記録が　はいっている。
ポケモンの　ジャンプした　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
data-card-05,490,データカード０５,data-cards,0,,,Records the number of times the trainer has come in first in the Pokéathlon Hurdle Dash.,"ポケスロンの　記録が　はいっている。
ダッシュハードル　１位　回数が
記録された　カード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/data-card.png
